Lemma,Classes
"['shamima', 'begum', 'amira', 'abase', 'ran', 'away', 'uk', 'schoolgirl', 'join', 'islamic', 'state', 'group', 'syria', 'shamima', 'want', 'return', 'amiraâ', 'father', 'say', 'government', 'bring', 'home', 'read', 'bbcin2dgvi8whttpswwwbbccouknewsuk47237051']",0
"['didnt', 'tell', 'parent', 'coming', 'meet', 'first', 'british', 'woman', 'travel', 'syria', 'fight', 'socalled', 'islamic', 'state']",0
"['serious', 'doubt', 'unpremeditated', 'act', 'really', 'look', 'like', 'planned', 'provocation', 'attitude', 'turkish', 'people', 'changed', 'question', 'action', 'turkey', 'current', 'leadership']",0
"['identify', 'attempt', 'transfer', 'advanced', 'weapon', 'hezbollah', 'intelligence', 'operationally', 'feasible', 'act', 'prevent', 'thats', 'yesterday', 'thats', 'shall', 'continue', 'act', 'say', 'israel', 'httpajeio6y49httpwwwaljazeeracomnews201703netanyahustrikessyriatargetedhezbollaharms170318035135150htmlqnetanyahustrikessyriatargettedhezbollaharms170318035135150html']",0
"['life', 'getting', 'even', 'worse', 'syria', 'child']",0
"['people', 'around', 'world', 'covering', 'one', 'eye', 'solidarity', 'baby', 'injured', 'syria', 'solidaritywithkarim']",0
"['beijing', 'claim', 'ironfist', 'decisive', 'security', 'measure', 'trying', 'prevent', 'emergence', 'china', 'syria', 'china', 'libya', 'muslimmajority', 'province', 'â', 'ajopinion', 'richard', 'javad', 'heydarian']",0
"['happening', 'aleppo', 'attack']",0
"['live', 'u', 'president', 'donald', 'trump', 'make', 'statement', 'syria', 'conflict']",0
"['air', 'raid', 'syrian', 'government', 'ally', 'country', 'last', 'rebelheld', 'enclave', 'killed', '100', 'civilian', 'past', '10', 'day', 'according', 'united', 'nation', 'said', 'threemonth', 'campaign', 'displaced', '400000', 'people']",0
"['investigate', 'horrifying', 'consequence', 'civilian', 'russian', 'air', 'strike', 'syria', 'watch', 'syria', 'russia', 'fist', 'httpajeioq3emhttpwwwaljazeeracomprogrammespeopleandpower201602syriarussiafist160225053929748html', 'via', 'people', 'power', '']",0
"['russian', 'president', 'putin', 'iranian', 'president', 'rouhani', 'warned', 'would', 'consequence', 'attack', 'syria']",0
"['delivering', 'annual', 'state', 'nation', 'address', 'russian', 'president', 'say', 'country', 'ignore', 'called', 'turkey', 'aiding', 'terrorist', 'httpajeiovktghttpwwwaljazeeracomnews201512putinturkeyregretdowningjet151203071324354html']",0
"['assad', 'told', 'u', 'must', 'kill', 'people', 'making', 'demonstration', 'protester', 'shouting', 'freedom', 'freedom', 'said', 'must', 'kill', 'people', 'want', 'httptribalsffedox']",0
"['russia', 'intervened', 'syria', 'would', 'liberated', 'aleppo', 'brita', 'haji', 'hassan']",0
"['expert', 'thomson', 'reuters', 'foundation', 'ranked', 'india', 'dangerous', 'country', 'woman']",0
"['syrian', 'raised', 'syrian', 'grew', 'syrian', 'remain', 'syrian', 'regardless', 'israel', 'say', 'control', 'syria', 'regardless', 'whether', 'war', 'continues', 'another', '100', 'year', 'liberated', 'tomorrow', 'httpajeioel7xhttpwwwaljazeeracomnews201604syriansrejectisraelvowcontrolgolan160417130848101html']",0
"['killed', 'u', 'operation']",0
"['joined', 'caliphate', 'speak', 'wife', 'fighter', 'escaped', 'raqqa', 'syria']",0
"['attack', 'israel', 'near', 'damascus', 'homs', 'killed', 'nine', 'progovernment', 'fighter', 'six', 'civilian', 'monitor', 'say']",0
"['eighteen', 'un', 'lorry', 'containing', 'wheat', 'winter', 'clothes', 'medical', 'supply', 'destroyed', 'warplane', 'near', 'aleppo']",0
"['syria', 'eye', 'many', 'problem', 'james', 'denselow']",0
"['u', 'air', 'force', 'give', 'u', 'rare', 'access', 'u2', 'dragonlady', 'crew', 'member', 'fly', 'surveillance', 'mission', 'iraq', 'syria', '70000', 'foot', 'httpcnnit2fy5qethttpeditioncnncom20161125middleeastu2dragonladyreconnaissanceplanepleitgenindexhtml']",0
"['rebel', 'group', 'syria', 'putting', 'prisoner', 'cage', 'using', 'human', 'shield', 'try', 'stop', 'government', 'air', 'strike', 'jaish', 'alislam', 'trying', 'stop', 'army', 'targeting', 'douma', 'largest', 'opposition', 'stronghold', 'outside', 'capital', 'damascus', 'al', 'jazeeras', 'zeina', 'khodr', 'report']",0
"['bloodshed', 'need', 'stop', 'baby', 'child', 'innocent', 'people', 'die', 'thats', 'turkey', 'active', 'trying', 'stop', 'danger', 'getting', 'worse', 'next', 'six', 'month', 'turkish', 'prime', 'minister', 'binali', 'yildirim']",0
"['palmyra', 'global', 'icon', 'sovereignty', 'group', 'trying', 'bring', 'year', 'zero', 'region']",0
"['moscow', 'retained', 'status', 'quo', 'syria', 'washington', 'formally', 'fulfilled', 'promise', 'took', 'principled', 'position', 'â', 'ajopinion', 'leonid', 'issaev']",0
"['squadron', 'u', 'marine', 'corp', 'ea6b', 'prowler', 'aircraft', 'sent', 'turkey', 'support', 'air', 'campaign', 'isi', 'iraq', 'syria', 'httpcnnit1wvg065httpwwwcnncomvideospolitics20160415usea6bprowlerisisfightorigvstopcnnsrfbcnn041516usea6bprowlerisisfightorigvsto0309pmstorylinklinkid23477709']",0
"['unfortunate', 'find', 'loss', 'young', 'life']",0
"['sanction', 'imposed', 'west', 'russia', 'since', 'march', '2014', 'alleged', 'support', 'prorussian', 'rebel', 'eastern', 'ukraine', 'cost', 'country', '40bn', 'since', 'currency', 'rouble', 'slumped', 'oil', 'price', 'tumbled', 'billion', 'dollar', 'worth', 'asset', 'left', 'country', 'russia', 'able', 'finance', 'war', 'syria']",0
"['say', 'blessed', 'eid', 'believe', 'blessing', 'thing', 'bring', 'back', 'safety', 'stability', 'syria', 'assad', 'httpajeioywllhttpwwwaljazeeracomnews201509assadrarepublicappearanceeidprayers150924070556147html']",0
"['went', 'aleppo', 'get', 'snapshot', 'life', 'motivation', 'small', 'group', 'people', 'working', 'combat', 'horror', 'war', 'via', 'witness', 'al', 'jazeera']",0
"['â', 'œthe', 'people', 'afraid', 'siege', 'road', 'totally', 'closed', 'right', 'may', 'enough', 'good', 'medicine', 'month']",0
"['dutch', 'husband', 'shamima', 'begum', 'joined', 'islamic', 'state', 'group', 'syria', '2015', 'say', 'want', 'return', 'netherlands']",0
"['syrian', 'conflict', 'enters', 'seventh', 'year', '465000', 'people', 'killed', 'fighting']",0
"['people', 'dont', 'know', 'anything', 'future']",0
"['80', 'turkish', 'soldier', 'travelling', 'convoy', '12', 'armoured', 'vehicle', 'entered', 'idlib', 'province', 'northern', 'syria']",0
"['alwaer', 'suffered', 'enough', 'want', 'food', 'aid', 'reach', 'u', 'alwaer', 'starving', 'winter', 'want', 'peace', 'regardless', 'get', 'alwaer', 'resident', 'tell', 'al', 'jazeera', 'httpajeiokr5uhttpwwwaljazeeracomnews201512reachedtrucedistrictsyriahoms151202080856510html']",0
"['u', 'arm', 'export', 'rebel', 'fighter', 'syria', 'end', 'hand', 'isil', 'via', 'people', 'power']",0
"['due', 'active', 'action', 'turkey', 'russia', 'managed', 'bring', 'rival', 'force', 'together', 'due', 'joint', 'effort', 'syrian', 'ceasefire', 'continues', 'httpajeiosvn7httpwwwaljazeeracomnews201703putinerdoganvowcooperationsyriawar170310153210486html']",0
"['must', 'something', 'child', 'syria', 'like', 'child', 'deserve', 'peace', 'like']",0
"['isi', 'militant', 'release', 'video', 'showing', 'claim', 'horrific', 'decapitation', 'apparent', 'missing', 'u', 'journalist', 'cnnit1pbnvpy']",0
"['none', 'aircraft', 'missile', 'involved', 'operation', 'successfully', 'engaged', 'syrian', 'air', 'defence', 'u', 'lieutenant', 'general', 'kenneth', 'f', 'mckenzie']",0
"['un', 'say', 'worst', 'drought', '30', 'year', 'ethiopia', 'mean', '400000', 'child', 'suffering', 'severe', 'acute', 'malnutrition', '10', 'million', 'people', 'need', 'food', 'aid', 'httpajeioy8dlhttpwwwaljazeeracomnews201601ethiopiadroughtpromptsglobalappealsaid160117143110259html']",0
"['destruction', 'death', 'everywhere', 'around', 'u', 'httpajeiotdyx']",0
"['breaking', 'turkish', 'shelling', 'air', 'strike', 'killed', 'least', '20', 'civilian', 'syria', 'fifth', 'day', 'incursion', 'isil', 'kurdish', 'force', 'monitor', 'said', 'httpajeiopm2jhttpwwwaljazeeracomnews201608syriaturkishairstrikesartillerykill20160828081554630html']",0
"['syria', 'president', 'bashar', 'alassad', 'made', 'unprecedented', 'statement', 'admitting', 'part', 'syria', 'neglected', 'said', 'dwindling', 'army', 'focus', 'call', 'important', 'area']",0
"['euphrates', 'shield', 'considered', 'first', 'turkish', 'ground', 'intervention', 'syria', 'since', '2011']",0
"['nato', 'member', 'bulgaria', 'said', 'refused', 'permission', 'unspecified', 'number', 'russian', 'aircraft', 'cross', 'airspace', 'late', 'last', 'week', 'amid', 'growing', 'u', 'fear', 'moscow', 'boosting', 'military', 'support', 'syrian', 'president', 'bashar', 'alassad', 'httpajeiouv2shttpwwwaljazeeracomnews201509bulgariadeniesairaccesssyriaboundrussiaplanes150908132827726html']",0
"['determined', 'retake', 'every', 'inch', 'syria', 'assad', 'make', 'symbolic', 'appearance', 'rebelheld', 'area']",0
"['syrian', 'president', 'bashar', 'alassad', 'flew', 'moscow', 'tuesday', 'meeting', 'russian', 'president', 'vladimir', 'putin', 'two', 'men', 'discussed', 'joint', 'military', 'campaign', 'rebel', 'syria', 'kremlin', 'spokesman', 'said', 'httpajeionhgrhttpwwwaljazeeracomnews201510syriaassadmetrussiaputinmoscow151021064340109html']",0
"['russian', 'president', 'vladimir', 'putin', 'denounces', 'u', 'strike', 'syria', 'aggression', 'sovereign', 'state', 'violation', 'norm', 'international', 'law']",0
"['civilian', 'area', 'place', 'go', 'hide', 'u', 'bombardment', 'village']",0
"['islamic', 'state', 'iraq', 'levant', 'isil', 'group', 'released', 'video', 'showing', '25', 'syrian', 'government', 'soldier', 'killed', 'teenager', 'ancient', 'amphitheatre', 'city', 'palmyra', 'httpajeiohegshttpwwwaljazeeracomnews201507isilvideoshowsmasskillingssyriapalmyra150704171332644html']",0
"['bbc', 'obtained', 'shocking', 'footage', 'warravaged', 'area', 'eastern', 'ghouta', 'syria', 'child', 'bearing', 'brunt', 'brutal', 'civil', 'war', 'report', 'contains', 'upsetting', 'image']",0
"['several', 'u', 'military', 'defense', 'official', 'including', 'personnel', 'deployed', 'syria', 'expressed', 'cnn', 'frustration', 'anger', 'trump', 'administration', 'refusal', 'support', 'syrian', 'kurd', 'facing', 'turkish', 'military', 'assault']",0
"['syrian', 'government', 'conducted', 'nearly', '7000', 'air', 'strike', 'month', 'july', 'according', 'syrian', 'observatory', 'human', 'right', 'making', 'intense', 'bombing', 'reported', 'one', 'month', 'since', 'beginning', 'conflict', '2011', 'httpajeioaqnphttpwwwaljazeeracomnews201508highestnumbersyriaairstrikesrecordedjuly150801142450925html']",0
"['air', 'defence', 'intercept', 'missile', 'fired', 'western', 'damascus', 'direction', 'occupied', 'golan', 'height', 'state', 'medium', 'report']",0
"['russia', 'called', 'u', 'decision', 'ease', 'restriction', 'arming', 'syrian', 'opposition', 'group', 'hostile', 'act', 'would', 'directly', 'threaten', 'russian', 'military', 'force', 'syria']",0
"['unesco', 'warns', 'destruction', 'syria', 'palmyra', 'isil', 'would', 'enormous', 'loss', 'humanity', 'httpajeiohwuehttpwwwaljazeeracomnews201505syriapalmyraunescoisil150522060557151html']",0
"['message', 'world', 'power', 'syria', 'must', 'ashamed']",0
"['850000', 'civilian', 'trying', 'flee', 'brutal', 'war', 'syria', 'vast', 'majority', 'woman', 'child', 'graphic', 'warning', 'part', 'video', 'may', 'disturbing', 'viewer', 'httpscnnit2huamnqhttpswwwcnncom20180219middleeastsyriaeasternghoutaairstrikesindexhtmlutmmediumsocialutmsourcefbcnnutmcontent20200217t120607']",0
"['day', 'u', 'president', 'donald', 'j', 'trump', 'announced', 'pullback', 'u', 'troop', 'northeast', 'syria', 'turkey', 'launched', 'military', 'offensive', 'area', 'fear', 'operation', 'destabilize', 'region', 'lead', 'resurgence', 'isi', 'week', 'ago', 'cnnâ', 'arwa', 'damon', 'went', 'inside', 'refugee', 'camp', 'displaced', 'territory', 'previously', 'controlled', 'terror', 'group', 'saw', 'firsthand', 'family', 'isi', 'member', 'shunned', 'international', 'community', 'trying', 'bring', 'fundamentalist', 'utopia', 'back', 'life']",0
"['â', 'œonly', 'monster', 'russian', 'regime', 'whose', 'hand', 'covered', 'blood', 'syrian', 'child', 'cannot', 'ashamed', 'picture', 'victim', 'u', 'ambassador', 'united', 'nation', 'nikki', 'haley', 'address', 'alleged', 'chemical', 'attack', 'syria', 'un', 'security', 'council', 'meeting', 'httpscnnit2ifpiqehttpswwwcnncom20180409middleeastsyriadoumavictimsintlindexhtmlsrfbcnn040918syriadoumavictimsintl0537pmvodtop']",0
"['turk', 'going', 'unhappy', 'httpajeioa7r5httpwwwaljazeeracomnews201705trumpsendarmskurdishypgsyria170509190404689html']",0
"['accordance', 'decision', 'supreme', 'commander', 'russian', 'armed', 'force', 'vladimir', 'putin', 'russian', 'defence', 'ministry', 'beginning', 'reduction', 'armed', 'deployment', 'syria', 'russian', 'military', 'chief', 'valery', 'gerasimov']",0
"['â', 'œtheyre', 'saying', 'theyre', 'frightened', 'childrenâ', 'thousand', 'kurdish', 'civilian', 'fleeing', 'northern', 'syria', 'president', 'trump', 'ordered', 'u', 'soldier', 'withdraw', 'paving', 'way', 'turkish', 'military', 'offensive', 'region', 'kurd', 'main', 'ally', 'united', 'state', 'battle', 'isi', 'feel', 'abandoned', 'betrayed', 'northern', 'syria', 'amid', 'scene', 'chaos', 'family', 'bury', 'dead', 'flee', 'despite', 'knowing', 'safety', 'able', 'sleep']",0
"['opinion', 'moscow', 'intervention', 'syria', 'religion', 'vladimir', 'putin', 'grand', 'strategy', 'russia', 'role', 'world', 'luke', 'coffey', 'research', 'fellow', 'specialising', 'transatlantic', 'eurasian', 'security', 'writes', 'al', 'jazeera']",0
"['war', 'syria', 'taking', 'place', 'seven', 'year', 'watch', 'visual', 'explainer', 'fighting']",0
"['latest', '1000', 'u', 'troop', 'withdraw', 'northern', 'syria']",0
"['shouldnt', 'necessary']",0
"['suspected', 'chemical', 'attack', 'idlib', 'killed', 'least', '78', 'people', 'including', '11', 'child', 'far', 'first', 'chemical', 'attack', 'syria']",0
"['weâ', 'pentagon', 'u', 'official', 'expected', 'provide', 'update', 'airstrikes', 'syria']",0
"['opinion', 'positioning', 'force', 'syria', 'russia', 'demonstrated', 'could', 'project', 'power', 'presence', 'nato', 'u', 'new', 'arena', 'beyond', 'ukraine', 'ibrahim', 'almarashi', 'assistant', 'professor', 'department', 'history', 'california', 'state', 'university', 'san', 'marcos', 'writes', 'al', 'jazeera']",0
"['â', 'œwe', 'left', 'everything', 'worked', 'hard', 'behindâ', 'weâ', 'northern', 'syria', 'nearly', '200000', 'syrian', 'kurd', 'fled', 'home', 'since', 'turkey', 'invasion', 'october', 'president', 'trump', 'order', 'withdraw', 'u', 'troop', 'region', 'international', 'aid', 'agency', 'pull', 'due', 'security', 'situation', 'leaving', 'thousand', 'kurd', 'fend', 'makeshift', 'camp', 'resource', 'scarce', 'cnnâ', 'clarissa', 'ward', 'give', 'u', 'firsthand', 'look', 'bleak', 'condition', 'speaks', 'kurdish', 'refugee', 'feel', 'forgotten', 'betrayed']",0
"['begum', 'left', 'london', 'syria', 'two', 'friend', 'february', '2015', 'isil', 'also', 'known', 'isi', 'launched', 'blitzkrieg', 'across', 'large', 'part', 'syria', 'iraq', 'capturing', 'territory', 'size', 'uk']",0
"['pushing', 'shoving', 'become', 'intense', 'getting', 'closer', 'brink']",0
"['here', 'syrian', 'reacted', 'attack']",0
"['warn', 'syrian', 'air', 'force', 'ready', 'destroy', 'turkish', 'air', 'target', 'sky', 'syria']",0
"['never', 'set', 'foot', 'iraq', 'syria', 'he', 'candidate', 'jihad', 'problem', 'run', 'restaurant', 'dozen', 'muslim', 'frequent', 'every', 'day']",0
"['america', 'let', 'u', 'downâ', 'group', 'syrian', 'kurd', 'arrive', 'iraq', 'fleeing', 'turkeyâ', 'military', 'operation', 'northeastern', 'syria']",0
"['interactive', 'country', 'steeped', 'history', 'diverse', 'culture', 'wartorn', 'country', 'brought', 'rubble', 'click', 'see', 'left', 'syria']",0
"['video', 'show', 'russian', 'military', 'plane', 'shot', 'turkish', 'force', 'border', 'syria']",0
"['turkish', 'public', 'political', 'elite', 'largely', 'thrown', 'support', 'behind', 'country', 'force', 'fighting', 'northern', 'syria', 'standing', 'defiance', 'voice', 'international', 'community', 'condemning', 'ankara', 'operation', 'region']",0
"['thinking', 'war', 'syria', 'drawing', 'tank', 'blood', 'drawing', 'isil', 'fighter', 'killing', 'people', 'knife', 'httpajeiokjeehttpwwwaljazeeracomblogsmiddleeast201601syrianrefugeechildrentransformiraqiprisonart160110132411405html']",0
"['u', 'military', 'reasonably', 'certain', 'drone', 'strike', 'syria', 'killed', 'militant', 'known', 'jihadi', 'john', 'httpbbcin1nouslyhttpwwwbbccouknewsuk34805924']",0
"['bashar', 'alassad', 'one', 'occupying', 'power', 'side', 'two', 'russia', 'iran', 'ajopinion', 'malak', 'chabkoun']",0
"['ideology', 'much', 'alive', 'question', 'whether', 'socalled', 'islamic', 'state', 'group', 'actually', 'defeated', 'video', 'try', 'explain', 'complexity', 'surrounding', 'fight', 'oust', 'iraq', 'syria']",0
"['inside', 'story', '30', '40', 'million', 'kurd', 'live', 'adjoining', 'region', 'turkey', 'iraq', 'iran', 'syria']",0
"['al', 'jazeera', 'team', 'syria', 'narrowly', 'survived', 'suspected', 'russian', 'air', 'strike', 'crew', 'covering', 'aftermath', 'previous', 'air', 'raid', 'northern', 'suburb', 'idlib', 'journalist', 'hurt', 'saturday', 'attack', 'member', 'local', 'rescue', 'team', 'killed', 'another', 'one', 'injured', 'al', 'jazeeras', 'adham', 'abu', 'husam', 'said', 'crew', 'town', 'ihsim', 'reporting', 'casualty', 'destruction', 'caused', 'previous', 'two', 'air', 'strike', 'follow', 'syria', 'coverage']",0
"['moscow', 'ankara', 'tehran', 'see', 'planned', 'united', 'state', 'withdrawal', 'syria', 'positive', 'step', 'leader', 'three', 'country', 'said', 'summit', 'russia', 'syrian', 'crisis']",0
"['trump', 'say', 'turkish', 'group', 'pkk', 'probably', 'bigger', 'terrorist', 'threat', 'isil', 'face', 'criticism', 'syria', 'move']",0
"['pyongyang', 'assisted', 'syria', 'developing', 'nuclear', 'weapon', 'programme', 'provided', 'myanmar', 'army', 'ballistic', 'missile', 'say', 'un', 'report']",0
"['84bn', 'needed', 'relief', 'work', 'inside', 'syria', 'neighbouring', 'country', 'year', 'le', 'price', 'olympic', 'game', 'london', 'fifth', 'price', 'olympic', 'game', 'beijing', 'sixth', 'price', 'winter', 'game', 'sochi']",0
"['putin', 'describes', 'u', 'airstrikes', 'syria', 'act', 'aggression', 'dealt', 'serious', 'blow', 'russianus', 'relation', 'httpcnnit2oi6y1o', 'here', 'full', 'statement']",0
"['support', 'opposition', 'u', 'missile', 'strike', 'syria', 'support', 'â', 'saudi', 'arabia', 'â', 'turkey', 'â', 'australia', 'â', 'israel', 'â', 'japan', 'â', 'united', 'kingdom', 'opposition', 'â', 'russia', 'â', 'iran', 'â', 'china']",0
"['syria', 'mini', 'mozart', 'living', 'canada', 'refugee', 'still', 'making', 'music']",0
"['here', 'people', 'going', 'missing']",0
"['scene', 'jubilation', 'could', 'seen', 'many', 'neighbourhood', 'city', 'weekend', 'men', 'clipping', 'beard', 'woman', 'lifting', 'veil', 'people', 'smoking', 'public']",0
"['expert', 'whove', 'dealt', 'gas', 'say', 'symptom', 'seem', 'indicate', 'sarin', 'involved']",0
"['president', 'donald', 'j', 'trump', 'made', '87', 'false', 'claim', 'last', 'week', 'using', 'relentless', 'dishonesty', 'defend', 'dealing', 'ukraine', 'decision', 'syria']",0
"['might', 'told', 'youll', 'marry', 'fighter', 'help', 'work', 'actually', 'youll', 'become', 'sexual', 'partner', 'someone', 'havent', 'chosen', 'im', 'sure', 'youll', 'victim', 'abuse']",0
"['civilian', 'army', 'opposition', 'force', 'market', 'heart', 'douma', 'supply', 'everyone', 'lot', 'farmer', 'come', 'every', 'morning', 'sell', 'item', 'market', 'intentionally', 'targeted']",0
"['sixteen', 'indonesian', 'detained', 'turkey', 'attempting', 'cross', 'syria', 'join', 'isil', 'turkish', 'foreign', 'minister', 'said', 'httpajeiobs6nhttptribalewni9bb']",0
"['turkey', 'president', 'recep', 'tayyip', 'erdogan', 'warned', 'u', 'must', 'cut', 'support', 'kurdish', 'armed', 'group', 'area', 'face', 'consequence', 'time', 'u', 'troop', 'increasing', 'presence', 'along', 'part', 'turkeysyria', 'border']",0
"['approved', 'move', 'could', 'put', 'troop', 'ground', 'syria', 'within', 'week']",0
"['want', 'shelling', 'stop', 'want', 'stop', 'pull', 'civilian', 'killed', 'rubble', 'ahmad', 'sheikho', 'syrian', 'civil', 'defence', 'medium', 'centre']",0
"['syria', 'air', 'strike', 'raf', 'deployed', 'uk']",0
"['syria', 'cannot', 'return', 'prewar', 'status', 'quo']",0
"['thereâ', 'much', 'blood', 'spilled', 'donâ', 'know', 'weâ', 'going', 'able', 'get', 'back', 'unified', 'syria', 'life', 'time']",0
"['syria', 'deserves', 'better', 'assad', 'better', 'terrorism', 'â', 'ajopinion']",0
"['turkey', 'military', 'pushing', 'ahead', 'crossborder', 'artillery', 'shelling', 'campaign', 'usbacked', 'syrian', 'kurdish', 'fighter', 'position', 'syria']",0
"['mehdi', 'hasan', 'speaks', 'aid', 'group', 'thats', 'first', 'scene', 'attack', 'syria', 'via', 'upfront']",0
"['sixth', 'year', 'syria', 'war', 'think', 'end', 'child', 'deserve']",0
"['adding', 'armoured', 'reinforcement', 'oilproducing', 'area', 'syria', 'could', 'mean', 'sending', 'several', 'hundred', 'u', 'troop']",0
"['shamima', 'begum', 'newborn', 'son', 'dy', 'syria', 'say', 'spokesperson', 'syrian', 'democratic', 'force']",0
"['syria', 'cambridge', 'university', 'â', 'student', 'want', 'help', 'find', 'cure', 'alzheimers']",0
"['difference', 'month', 'make']",0
"['need', 'prepare', 'transitional', 'period', 'hope', 'syria', 'go', 'soon', 'want', 'prove', 'international', 'community', 'keep', 'criticising', 'effort', 'unite', 'agree', 'move', 'forward', 'one', 'goal', 'aim', 'riyadh', 'talk', 'want', 'prove', 'unite']",0
"['extraordinary', 'gopro', 'footage', 'raqqa', 'syria', 'taken', 'brazilian', 'filmmaker', 'embedded', 'syrian', 'democratic', 'force', 'month']",0
"['cnns', 'john', 'avlon', 'debunks', 'misinformation', 'coming', 'white', 'house', 'following', 'president', 'donald', 'j', 'trump', 'order', 'withdraw', 'u', 'troop', 'northern', 'syria', 'trumpâ', 'former', 'special', 'envoy', 'brett', 'mcgurk', 'said', 'â', 'œmr', 'president', 'due', 'respect', 'none', 'trueâ', 'realitycheck']",0
"['latest', 'suspected', 'attack', 'come', 'day', 'international', 'chemical', 'weapon', 'watchdog', 'said', 'ready', 'investigate', 'multiple', 'allegation', 'chlorine', 'attack', 'recent', 'month']",0
"['close', 'direct', 'conflict', 'russian', 'force', 'american', 'force']",0
"['strong', 'confidence', 'russian', 'proven', 'throughout', 'crisis', 'four', 'year', 'sincere', 'transparent', 'relationship', 'u', 'principled', 'united', 'state', 'abandon', 'ally', 'abandon', 'friend', 'httpajeio5ps9httpwwwaljazeeracomnews201508assaddefendspresencehezbollahfighterssyria150825203254106html']",0
"['turkey', 'russia', 'collaborate', 'establish', 'hospital', 'syria', 'tel', 'abyad', 'treat', 'escaping', 'eastern', 'ghouta', 'turkish', 'president', 'recep', 'tayyip', 'erdogan', 'said']",0
"['agree', 'russia', 'bombarding', 'aleppo', 'france', 'committed', 'never', 'saving', 'population', 'aleppo']",0
"['russia', 'gross', 'disregard', 'civilian', 'life', 'syria', 'responsibility', 'illegal', 'attack', 'make', 'unfit', 'serve', 'council']",0
"['gop', 'sen', 'lindsey', 'graham', 'say', 'urge', 'president', 'donald', 'j', 'trump', 'reconsider', 'u', 'withdraw', 'troop', 'syria', 'im', 'asking', 'president', 'make', 'sure', 'troop', 'protect', 'u', 'cnnsotu', 'httpscnnit2aperx1httpswwwcnncom20181230politicslindseygrahamisissyriatrumpindexhtmlutmmediumsocialutmsourcefbcnnutmcontent20181230t185902']",0
"['chilling', 'upsurge', 'fighting', 'aleppo', 'httpajeionjk7httpwwwaljazeeracomnews201609callemergencymeetregimeassaultsyria160925094518033html']",0
"['see', 'close', 'turkey', 'front', 'line', 'fight', 'islamic', 'state', 'militant', 'bbcs', 'mark', 'lowen', 'villager', 'karaca', 'turkey', 'whove', 'gathering', 'hill', 'overlooking', 'syria', 'watch', 'battle']",0
"['breaking', 'syria', 'inadvertently', 'shot', 'russian', 'military', 'aircraft', 'israeli', 'attack', 'syrian', 'target', 'moscow', 'confirms']",0
"['un', 'agency', 'appeal', 'unhindered', 'access', '29', 'child', 'newborn', 'died', 'mainly', 'hypothermia', 'eight', 'week']",0
"['outrageous', 'extremely', 'sad', 'running', 'word', 'hope']",0
"['turkey', 'try', 'enhance', 'infrastructure', 'resource', 'afrin', 'secured', '']",0
"['invited', 'hezbollah', 'iranian', 'iranian', 'troop', 'syria', 'sent', 'force', 'httpajeioyx78httpwwwaljazeeracomnews201504assadiraniantroopssyria150420221544222html']",0
"['biggest', 'hospital', 'area', 'carrying', '300', 'delivery', 'month']",0
"['4th', 'anniversary', 'terrible', 'conflict', 'syria', 'published', 'lot', 'content', 'people', 'country', 'deserve', 'heard', 'data', 'told', 'u', 'something', 'unexpected', 'people', 'looked', 'httpajeiot3blhttptribal1wk5ypq']",0
"['turkish', 'warplane', 'reported', 'shot', 'unidentified', 'military', 'aircraft', 'near', 'border', 'syria']",0
"['saturday', 'twin', 'attack', 'carried', 'two', 'hero', 'islam', '']",0
"['u', 'committed', 'reinforcing', 'position', 'additional', 'military', 'asset', 'prevent', 'oilfield', 'falling', 'back', 'hand', 'isi', 'destabilising', 'actor']",0
"['trilateral', 'summit', 'focus', 'ensuring', 'required', 'condition', 'voluntary', 'return', 'refugee', 'turkish', 'presidency', 'say']",0
"['close', '200', 'daesh', 'isil', 'member', 'including', 'socalled', 'regional', 'leader', 'neutralised', 'last', '48', 'hour', 'httpajeior9kbhttpwwwaljazeeracomnews201601turkisharmyshellsisilresponseistanbulblast160114133329415html']",0
"['world', 'power', 'fear', 'turkey', 'military', 'offensive', 'northeast', 'syria', 'could', 'threaten', 'regional', 'security', 'allow', 'revival', 'isil', 'initial', 'comment', 'following', 'start', 'turkeyâ', 'operation', 'peace', 'spring']",0
"['always', 'asks', 'sleep', 'cold', 'dont', 'know', 'say', 'im', 'trying', 'make', 'better', 'future', 'better', 'u', 'syria', 'hungarian', 'border', 'town', 'roszke', 'al', 'jazeeras', 'mohammed', 'jamjoom', 'hears', 'story', 'refugee', 'say', 'journey', 'fraught', 'danger', 'lined', 'waiting', 'loaded', 'onto', 'bus', 'take', 'refugee', 'camp', 'mile', 'away', 'follow', 'mohammed', 'jamjoom', 'twitter', 'update', 'httptwittercommijamjoomhttpstwittercommijamjoom', 'go', 'indepth', 'httpajeiorefugeeshttpwwwaljazeeracomtopicssubjectsrefugeeshtml']",0
"['pulling', 'troop', 'syria', 'leaving', 'kurdish', 'force', 'minimal', 'support', 'president', 'trump', 'â', 'œgiven', 'get', 'jail', 'free', 'card', '10000', 'terroristsâ', 'say', 'susan', 'rice', 'national', 'security', 'adviser', 'president', 'obama']",0
"['diplomatic', 'tension', 'escalate', 'turkey', 'iran', 'two', 'country', 'trade', 'accusation', 'role', 'syria', 'conflict', 'middle', 'east', 'httpajeio3eqdhttpwwwaljazeeracomnews201702iranturkeytradebarbssyriairaq170221133606326html']",0
